# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
20.55           	U               	(-1.69491275e-01 -1.63132528e-01 -4.08848411e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27343255e-04 1.94816279e-01 3.19775690e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.55           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.56           	U               	(-1.69491275e-01 -1.63132529e-01 -4.08848409e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27343086e-04 1.94816279e-01 3.19775702e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.56           	p               	-8.62368390e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.57           	U               	(-1.69491276e-01 -1.63132529e-01 -4.08848409e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27342997e-04 1.94816280e-01 3.19775702e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.57           	p               	-8.62368390e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.58           	U               	(-1.69491277e-01 -1.63132530e-01 -4.08848403e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27341506e-04 1.94816281e-01 3.19775671e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.58           	p               	-8.62368391e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.59           	U               	(-1.69491277e-01 -1.63132531e-01 -4.08848393e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27341006e-04 1.94816281e-01 3.19775682e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.59           	p               	-8.62368392e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.6            	U               	(-1.69491278e-01 -1.63132532e-01 -4.08848393e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27340652e-04 1.94816281e-01 3.19775682e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.6            	p               	-8.62368392e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.61           	U               	(-1.69491279e-01 -1.63132533e-01 -4.08848393e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27340228e-04 1.94816281e-01 3.19775682e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.61           	p               	-8.62368392e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.62           	U               	(-1.69491279e-01 -1.63132534e-01 -4.08848377e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27338249e-04 1.94816283e-01 3.19775655e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.62           	p               	-8.62368394e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.63           	U               	(-1.69491280e-01 -1.63132535e-01 -4.08848372e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27338293e-04 1.94816283e-01 3.19775685e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.63           	p               	-8.62368393e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.64           	U               	(-1.69491281e-01 -1.63132536e-01 -4.08848372e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27338610e-04 1.94816283e-01 3.19775685e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.64           	p               	-8.62368393e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.65           	U               	(-1.69491281e-01 -1.63132537e-01 -4.08848381e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27336641e-04 1.94816284e-01 3.19775664e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.65           	p               	-8.62368390e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.66           	U               	(-1.69491282e-01 -1.63132538e-01 -4.08848392e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27336124e-04 1.94816285e-01 3.19775672e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.66           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.67           	U               	(-1.69491283e-01 -1.63132539e-01 -4.08848392e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27335837e-04 1.94816285e-01 3.19775672e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.67           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.68           	U               	(-1.69491283e-01 -1.63132540e-01 -4.08848401e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27334077e-04 1.94816286e-01 3.19775657e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.68           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.69           	U               	(-1.69491284e-01 -1.63132541e-01 -4.08848408e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27334166e-04 1.94816287e-01 3.19775687e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.69           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.7            	U               	(-1.69491284e-01 -1.63132541e-01 -4.08848411e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27333235e-04 1.94816288e-01 3.19775689e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.7            	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.71           	U               	(-1.69491285e-01 -1.63132542e-01 -4.08848411e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27332179e-04 1.94816289e-01 3.19775689e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.71           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.72           	U               	(-1.69491285e-01 -1.63132543e-01 -4.08848405e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27332424e-04 1.94816289e-01 3.19775709e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.72           	p               	-8.62368389e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.73           	U               	(-1.69491286e-01 -1.63132544e-01 -4.08848394e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27330725e-04 1.94816290e-01 3.19775673e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.73           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.74           	U               	(-1.69491287e-01 -1.63132545e-01 -4.08848380e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27330358e-04 1.94816290e-01 3.19775675e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.74           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.75           	U               	(-1.69491287e-01 -1.63132546e-01 -4.08848380e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27330147e-04 1.94816290e-01 3.19775674e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.75           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.76           	U               	(-1.69491288e-01 -1.63132547e-01 -4.08848368e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27328462e-04 1.94816291e-01 3.19775649e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.76           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.77           	U               	(-1.69491289e-01 -1.63132548e-01 -4.08848363e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27328675e-04 1.94816291e-01 3.19775681e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.77           	p               	-8.62368387e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.78           	U               	(-1.69491289e-01 -1.63132548e-01 -4.08848363e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27329134e-04 1.94816291e-01 3.19775681e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.78           	p               	-8.62368387e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.79           	U               	(-1.69491290e-01 -1.63132549e-01 -4.08848374e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27327366e-04 1.94816292e-01 3.19775661e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.79           	p               	-8.62368389e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.8            	U               	(-1.69491290e-01 -1.63132550e-01 -4.08848389e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27327060e-04 1.94816292e-01 3.19775677e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.8            	p               	-8.62368389e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.81           	U               	(-1.69491291e-01 -1.63132551e-01 -4.08848396e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27325592e-04 1.94816294e-01 3.19775679e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.81           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.82           	U               	(-1.69491291e-01 -1.63132552e-01 -4.08848394e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27325339e-04 1.94816294e-01 3.19775687e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.82           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.83           	U               	(-1.69491292e-01 -1.63132552e-01 -4.08848394e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27325211e-04 1.94816294e-01 3.19775687e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.83           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.84           	U               	(-1.69491293e-01 -1.63132553e-01 -4.08848380e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27324191e-04 1.94816295e-01 3.19775649e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.84           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.85           	U               	(-1.69491293e-01 -1.63132554e-01 -4.08848380e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27322650e-04 1.94816296e-01 3.19775649e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.85           	p               	-8.62368386e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.86           	U               	(-1.69491294e-01 -1.63132555e-01 -4.08848370e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27322961e-04 1.94816296e-01 3.19775679e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.86           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.87           	U               	(-1.69491294e-01 -1.63132556e-01 -4.08848365e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27321742e-04 1.94816297e-01 3.19775665e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.87           	p               	-8.62368389e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.88           	U               	(-1.69491295e-01 -1.63132557e-01 -4.08848366e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27321533e-04 1.94816298e-01 3.19775663e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.88           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.89           	U               	(-1.69491295e-01 -1.63132557e-01 -4.08848366e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27321420e-04 1.94816298e-01 3.19775663e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.89           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.9            	U               	(-1.69491296e-01 -1.63132558e-01 -4.08848373e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27320021e-04 1.94816298e-01 3.19775648e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.9            	p               	-8.62368385e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939349e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.91           	U               	(-1.69491296e-01 -1.63132559e-01 -4.08848381e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27319758e-04 1.94816299e-01 3.19775678e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.91           	p               	-8.62368382e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.92           	U               	(-1.69491297e-01 -1.63132560e-01 -4.08848381e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27319644e-04 1.94816299e-01 3.19775677e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.92           	p               	-8.62368382e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.93           	U               	(-1.69491297e-01 -1.63132560e-01 -4.08848386e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27318022e-04 1.94816300e-01 3.19775648e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.93           	p               	-8.62368380e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.94           	U               	(-1.69491298e-01 -1.63132561e-01 -4.08848393e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27317892e-04 1.94816300e-01 3.19775668e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.94           	p               	-8.62368380e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.95           	U               	(-1.69491298e-01 -1.63132562e-01 -4.08848401e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27316864e-04 1.94816301e-01 3.19775668e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.95           	p               	-8.62368382e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.96           	U               	(-1.69491299e-01 -1.63132563e-01 -4.08848404e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27316861e-04 1.94816301e-01 3.19775680e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.96           	p               	-8.62368384e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.97           	U               	(-1.69491299e-01 -1.63132563e-01 -4.08848404e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27316936e-04 1.94816301e-01 3.19775680e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.97           	p               	-8.62368384e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.98           	U               	(-1.69491300e-01 -1.63132564e-01 -4.08848397e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27315615e-04 1.94816302e-01 3.19775649e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.98           	p               	-8.62368385e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
20.99           	U               	(-1.69491300e-01 -1.63132565e-01 -4.08848384e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27315242e-04 1.94816302e-01 3.19775660e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
20.99           	p               	-8.62368387e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21              	U               	(-1.69491301e-01 -1.63132566e-01 -4.08848384e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27315010e-04 1.94816302e-01 3.19775660e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21              	p               	-8.62368387e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.01           	U               	(-1.69491301e-01 -1.63132566e-01 -4.08848384e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27314710e-04 1.94816303e-01 3.19775660e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21.01           	p               	-8.62368387e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.02           	U               	(-1.69491302e-01 -1.63132567e-01 -4.08848364e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27312891e-04 1.94816304e-01 3.19775635e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21.02           	p               	-8.62368389e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.03           	U               	(-1.69491302e-01 -1.63132568e-01 -4.08848358e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27313065e-04 1.94816304e-01 3.19775667e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21.03           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.04           	U               	(-1.69491303e-01 -1.63132569e-01 -4.08848358e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27313506e-04 1.94816304e-01 3.19775667e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21.04           	p               	-8.62368388e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.05           	U               	(-1.69491303e-01 -1.63132569e-01 -4.08848369e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27311702e-04 1.94816305e-01 3.19775646e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
21.05           	p               	-8.62368385e-01	(1.23656188e-02 9.87863062e-01 5.00000000e-01)	1.32939350e+00	(9.87329092e-01 9.87218213e-01 5.00000000e-01)
21.06           	U               	(-1.69491304e-01 -1.63132570e-01 -4.08848382e-21)	(7.03418672e-01 3.95671824e-01 5.00000000e-01)	(-8.27311312e-04 1.94816305e-01 3.19775654e-21)	(2.54873873e-01 8.22148978e-01 5.00000000e-01)
